customer_id,purchase_frequency,avg_order_value,preferred_categories,customer_segment
283,1,586.4862,"3,2",Medium Value
365,1,586.1713333333333,"6,3",Medium Value
1323,1,583.339,"3,1,2",Medium Value
287,1,580.1391000000001,"1,2,3",Medium Value
502,1,578.111175,"1,2,3",Medium Value
188,2,576.5916666666667,"6,3,1",Medium Value
408,1,574.4393749999999,"6,7,1",Medium Value
254,1,572.1843333333333,"3,1,2",Medium Value
1181,1,570.9518,"6,3,2",Medium Value
471,1,569.9905,2,Medium Value
992,1,569.981,1,Medium Value
1357,1,569.981,1,Medium Value
416,1,569.7884,"3,1",Medium Value
933,1,569.4573,"6,3,2",Medium Value
1431,1,568.6544,"6,3",Medium Value
563,1,567.8938333333334,"6,3,1",Medium Value
1251,1,564.835175,"1,2",Medium Value
315,1,564.530375,"3,1",Medium Value
456,1,563.5545000000001,"1,2",Medium Value
549,1,557.9907,2,Medium Value
918,1,557.9907,3,Medium Value
658,1,557.9814,1,Medium Value
1417,1,557.9814,3,Medium Value
939,1,557.637125,"6,2,3,1",Medium Value
380,1,557.5917999999999,"3,6,1,2",Medium Value
1278,1,557.0612749999999,"3,6,1",Medium Value
318,1,554.0179666666667,"6,1,2",Medium Value
759,1,553.513425,"6,3,1",Medium Value
1035,1,552.23725,"3,1",Medium Value
1046,1,551.438925,"3,1,2",Medium Value
248,1,550.8415,"6,3",Medium Value
1292,1,549.7407499999999,"6,1",Medium Value
265,1,548.09085,"6,3",Medium Value
485,1,545.1822666666667,"3,1,2",Medium Value
1320,1,543.984,1,Medium Value
1229,1,541.5655599999999,"6,3,1",Medium Value
947,1,541.48575,"6,1",Medium Value
786,1,539.991,3,Medium Value
1061,1,538.46535,"3,1",Medium Value
419,1,537.7982333333333,"6,3",Medium Value
911,1,537.0249,3,Medium Value
953,1,536.2313,"1,6,3,2",Medium Value
1074,1,536.0812,1,Medium Value
978,1,532.341,"6,1",Medium Value
1176,1,531.981,1,Medium Value
652,1,531.94605,3,Medium Value
1109,1,531.8885666666666,"6,2",Medium Value
1064,1,530.08605,"6,1",Medium Value
1231,1,529.8147500000001,"3,6,2",Medium Value
698,1,528.3853333333333,"1,3",Medium Value
532,1,527.984,1,Medium Value
1318,1,526.486,"1,2",Medium Value
588,1,526.4815000000001,"3,1",Medium Value
1207,1,524.3905,2,Medium Value
1409,1,523.353375,"3,1,2",Medium Value
1011,1,521.0862,3,Medium Value
190,1,520.535875,"3,1,2",Medium Value
869,1,518.68575,"1,2",Medium Value
191,2,518.6257800000001,"6,1,2",Medium Value
621,1,517.9883333333333,"3,1",Medium Value
1234,1,517.363725,"6,3,2",Medium Value
448,1,513.3507,2,Medium Value
1182,1,513.088,3,Medium Value
1256,1,512.9879999999999,"3,6,1",Medium Value
622,1,512.981,1,Medium Value
676,1,512.981,1,Medium Value
1146,1,512.981,3,Medium Value
1228,1,512.981,1,Medium Value
684,1,511.49069999999995,2,Medium Value
1099,1,509.9815,1,Medium Value
201,1,509.79463999999996,"3,2,1",Medium Value
1367,1,508.111125,"3,6,1",Medium Value
1289,1,507.2905,2,Medium Value
1305,1,503.15756666666675,"3,1",Medium Value
346,1,502.1907,6,Medium Value
304,1,502.1814,1,Medium Value
608,1,502.1814,3,Medium Value
613,1,502.1814,1,Medium Value
964,1,502.1814,3,Medium Value
1130,1,502.1814,1,Medium Value
1297,1,502.1814,1,Medium Value
1385,1,501.515725,"3,6,1",Medium Value
284,1,500.80584999999996,"3,1",Medium Value
1139,1,499.74125000000004,"6,1",Low Value
494,1,498.3184666666668,"1,6",Low Value
851,1,496.4825,1,Low Value
835,1,495.15450000000004,"3,1,2",Low Value
996,1,494.99100000000004,3,Low Value
1286,1,494.99100000000004,3,Low Value
704,1,494.24085,3,Low Value
67,2,490.8241666666666,"6,1",Medium Value
290,1,489.3184666666668,"3,1",Low Value
548,1,487.409125,"3,1,2",Low Value
468,1,481.48650000000004,"3,1",Low Value
1050,1,480.591,2,Low Value
1282,1,480.4952,"6,3,1,2",Low Value
1222,1,480.3883333333333,"2,3,1",Low Value
721,1,479.992,2,Low Value
743,1,477.49125000000004,"3,2",Low Value
925,1,474.9905,2,Low Value
889,1,474.58635000000004,"3,1",Low Value
596,1,474.16083333333336,"3,1,2",Low Value
1065,1,466.84139999999996,3,Low Value
378,1,464.9907,2,Low Value
454,1,464.9907,2,Low Value
767,1,464.9907,2,Low Value
1025,1,463.9920000000001,"2,3",Low Value
1253,1,463.4911333333334,"6,3,1",Low Value
926,1,463.0455,"3,2",Low Value
1255,1,461.53634999999997,"6,1",Low Value
397,1,459.394,"3,2",Low Value
1410,1,457.41637499999996,"3,1",Low Value
957,1,456.13649999999996,"3,1",Low Value
1343,1,454.61362499999996,"1,6",Low Value
44,2,454.10784,"1,2,3",Medium Value
860,1,451.78200000000004,3,Low Value
647,1,451.24933333333337,"3,1",Low Value
843,1,450.5741333333333,"6,3,1",Low Value
1008,1,446.4905,"3,1",Low Value
1098,1,444.79200000000003,"3,1",Low Value
381,1,444.14070000000004,3,Low Value
921,1,442.8843,"3,1",Low Value
1022,1,440.99100000000004,1,Low Value
389,1,438.9906,"3,1",Low Value
629,1,438.5365,"3,1",Low Value
814,1,438.5116,"3,1",Low Value
258,1,437.09069999999997,6,Low Value
422,1,436.04100000000005,3,Low Value
750,1,435.87416666666667,"3,1",Low Value
558,1,431.98400000000004,1,Low Value
382,1,430.50585,"6,2",Low Value
1345,1,429.1912333333334,"6,3,1",Low Value
1325,1,427.0955,3,Low Value
1217,1,426.78528000000006,"6,3",Low Value
1095,1,426.54999999999995,3,Low Value
949,1,426.3542333333333,"1,6",Low Value
130,1,423.992,3,Low Value
834,1,423.51392500000003,"3,1",Low Value
1194,1,423.13425000000007,"6,3,1",Low Value
592,1,422.99100000000004,6,Low Value
633,1,422.591,3,Low Value
604,1,418.99135,"3,1",Low Value
388,1,418.4907,2,Low Value
857,1,418.4907,2,Low Value
584,1,418.13284000000004,"3,1",Low Value
804,1,417.9905,3,Low Value
311,1,416.9545666666666,3,Low Value
1294,1,414.5949,"6,3",Low Value
305,1,412.85533333333336,3,Low Value
1094,1,412.49075,"1,2",Low Value
1002,1,411.22406666666666,"1,2",Low Value
740,1,411.12912499999993,"3,1,2",Low Value
902,1,405.7546666666667,"3,6",Low Value
504,1,400.18066666666664,"3,1",Low Value
291,1,400.02324999999996,"3,6,1",Low Value
522,1,398.98883333333333,"3,1",Low Value
703,1,398.96999999999997,3,Low Value
1226,1,397.61001999999996,"3,1",Low Value
725,1,396.1405,2,Low Value
200,1,391.992,1,Low Value
969,1,391.992,3,Low Value
321,1,388.36033333333336,"3,1",Low Value
1337,1,386.99085,"3,1",Low Value
586,1,386.1,3,Low Value
685,1,386.1,3,Low Value
746,1,386.1,3,Low Value
331,1,385.90279999999996,"3,1",Low Value
876,1,381.28847500000006,"3,1",Low Value
1079,1,379.49135,"3,1",Low Value
377,1,377.986,"3,1",Low Value
446,1,377.982,1,Low Value
452,1,377.982,1,Low Value
457,1,377.982,1,Low Value
601,1,377.982,1,Low Value
993,1,377.982,1,Low Value
336,1,377.2906,"3,1",Low Value
141,1,376.79200000000003,2,Low Value
693,1,375.992,6,Low Value
827,1,375.992,6,Low Value
244,1,371.0885,"1,2",Low Value
930,1,366.0638,"3,2,1",Low Value
656,1,364.99166666666673,"3,1",Low Value
846,1,364.48650000000004,"3,1",Low Value
409,1,364.4865,"3,1",Low Value
697,1,364.4865,3,Low Value
114,1,363.992,"1,2",Low Value
487,1,362.50575,"3,1,2",Low Value
858,1,360.9713,"6,3,1",Low Value
451,1,359.20000000000005,3,Low Value
557,1,359.20000000000005,3,Low Value
956,1,353.5176666666667,"3,1,2",Low Value
1427,1,351.992,3,Low Value
842,1,346.04085,"1,2",Low Value
849,1,344.7609,"3,2",Low Value
924,1,341.53735,"3,1",Low Value
943,1,341.53735,3,Low Value
634,1,341.236,3,Low Value
805,1,335.98400000000004,1,Low Value
776,1,333.59200000000004,2,Low Value
1377,1,332.3908,"3,1,2",Low Value
654,1,330.29525,"3,1",Low Value
891,1,327.992,3,Low Value
655,1,327.59535,3,Low Value
1317,1,325.4907,1,Low Value
551,1,321.27099999999996,"3,1",Low Value
821,1,316.81225,"3,1",Low Value
302,1,315.83735,"1,2",Low Value
1009,1,314.99100000000004,1,Low Value
1369,1,310.04600000000005,"3,1",Low Value
193,1,304.98900000000003,"3,1",Low Value
775,1,302.69200000000006,"3,1",Low Value
1239,1,300.7906,"3,1",Low Value
671,1,291.98800000000006,"3,1",Low Value
493,1,288.39585,"1,2",Low Value
482,1,279.992,1,Low Value
1283,1,279.992,1,Low Value
1004,1,278.9907,1,Low Value
342,1,269.99100000000004,1,Low Value
391,1,269.99100000000004,1,Low Value
539,1,269.99100000000004,1,Low Value
875,1,269.99100000000004,1,Low Value
1336,1,269.99100000000004,1,Low Value
1342,1,263.8906,1,Low Value
370,1,260.99085,1,Low Value
404,1,259.992,"3,1",Low Value
144,1,256.4905,3,Low Value
401,1,256.4905,3,Low Value
714,1,256.4905,3,Low Value
363,1,242.991,1,Low Value
442,1,242.991,3,Low Value
514,1,242.991,3,Low Value
677,1,242.991,3,Low Value
788,1,242.991,3,Low Value
1166,1,242.991,3,Low Value
1340,1,242.991,1,Low Value
1142,1,232.4907,1,Low Value
513,1,229.49150000000003,3,Low Value
347,1,225.89100000000002,3,Low Value
593,1,208.981,1,Low Value
221,1,199.99200000000002,1,Low Value
1414,1,176.6907,1,Low Value
177,1,170.991,1,Low Value
752,1,170.991,1,Low Value
1111,1,170.991,1,Low Value
718,1,167.99200000000002,1,Low Value
850,1,104.4905,1,Low Value
